Customer Name,CSP Size,Region,Channel,Product,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022
AE1,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
AE1,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
AF1,S2,US & CA,Direct,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
AG1,S3,US & CA,Direct,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
AG1,S3,US & CA,Direct,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
AH1,M4,US & CA,Direct,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
AH1,M4,US & CA,Direct,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
AI1,L5,US & CA,Direct,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
AI1,L5,US & CA,Direct,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
AJ1,S1,US & CA,Channel,HomePass,18585.06,18964.35,19351.38,19746.3,20149.29,20560.5,20980.1,21408.27,21845.17,22290.99,22290.99,22290.99,51589.01,52641.84,53716.17,54812.42,55931.04,57072.49,58237.23,59425.75,60638.52,61876.04,63789.73,63789.73,67147.08,70681.14,74401.2
AJ1,S1,US & CA,Channel,WorkPass,16726.54,17067.9,17416.22,17771.65,18134.34,18504.43,18882.07,19267.42,19660.63,20061.87,20061.87,20061.87,46430.13,47377.68,48344.57,49331.2,50337.96,51365.26,52413.53,53483.2,54574.69,55688.46,57410.78,57410.78,60432.4,63613.05,66961.11
AJ1,S1,US & CA,Channel,Haystack,15053.91,15361.13,15674.62,15994.51,16320.93,16654.01,16993.89,17340.7,17694.6,18055.71,18055.71,18055.71,41787.11,42639.91,43510.11,44398.07,45304.15,46228.73,47172.17,48134.87,49117.21,50119.6,51669.7,51669.7,54389.15,57251.74,60264.99
AL1,S2,US & CA,Direct,Haystack,13548.51,13825.01,14107.15,14395.05,14688.83,14988.6,15294.49,15606.62,15925.13,16250.13,16250.13,16250.13,37608.38,38375.9,39159.08,39958.25,40773.72,41605.84,42454.94,43321.36,44205.47,45107.63,46502.71,46502.71,48950.22,51526.55,54238.47
AK1,S3,US & CA,Direct,HomePass,12193.66,12442.51,12696.44,12955.55,13219.95,13489.75,13765.05,14045.97,14332.62,14625.12,14625.12,14625.12,33847.56,34538.33,35243.19,35962.44,36696.37,37445.28,38209.47,38989.25,39784.95,40596.89,41852.46,41852.46,44055.22,46373.92,48814.65
AK1,S3,US & CA,Direct,Haystack,10974.28,11198.24,11426.78,11659.98,11897.94,12140.75,12388.52,12641.35,12899.34,13162.59,13162.59,13162.59,30462.82,31084.51,31718.89,32366.21,33026.74,33700.76,34388.53,35090.34,35806.47,36537.21,37667.23,37667.23,39649.71,41736.54,43933.2
AM1,S1,US & CA,Channel,HomePass,53301.44,54389.23,55499.21,56631.85,57787.6,58966.94,60170.35,61398.31,62651.34,63929.94,63929.94,63929.94,147955.91,150975.41,154056.55,157200.56,160408.73,163682.38,167022.84,170431.46,173909.66,177458.83,182947.25,182947.25,192576.05,202711.64,213380.67
AM1,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
AM1,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
AN1,S2,US & CA,Channel,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
AP1,S3,US & CA,Channel,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
AQ1,S3,US & CA,Channel,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
AR1,M4,US & CA,Channel,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
AR1,M4,US & CA,Channel,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
AS1,S1,US & CA,Channel,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
AS1,S1,US & CA,Channel,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
AS1,S1,US & CA,Channel,HomePass,18585.06,18964.35,19351.38,19746.3,20149.29,20560.5,20980.1,21408.27,21845.17,22290.99,22290.99,22290.99,51589.01,52641.84,53716.17,54812.42,55931.04,57072.49,58237.23,59425.75,60638.52,61876.04,63789.73,63789.73,67147.08,70681.14,74401.2
AY1,S1,US & CA,Channel,WorkPass,16726.54,17067.9,17416.22,17771.65,18134.34,18504.43,18882.07,19267.42,19660.63,20061.87,20061.87,20061.87,46430.13,47377.68,48344.57,49331.2,50337.96,51365.26,52413.53,53483.2,54574.69,55688.46,57410.78,57410.78,60432.4,63613.05,66961.11
AY1,S1,US & CA,Channel,Haystack,15053.91,15361.13,15674.62,15994.51,16320.93,16654.01,16993.89,17340.7,17694.6,18055.71,18055.71,18055.71,41787.11,42639.91,43510.11,44398.07,45304.15,46228.73,47172.17,48134.87,49117.21,50119.6,51669.7,51669.7,54389.15,57251.74,60264.99
AT1,S2,US & CA,Channel,Haystack,13548.51,13825.01,14107.15,14395.05,14688.83,14988.6,15294.49,15606.62,15925.13,16250.13,16250.13,16250.13,37608.38,38375.9,39159.08,39958.25,40773.72,41605.84,42454.94,43321.36,44205.47,45107.63,46502.71,46502.71,48950.22,51526.55,54238.47
AT1,S3,US & CA,Channel,HomePass,12193.66,12442.51,12696.44,12955.55,13219.95,13489.75,13765.05,14045.97,14332.62,14625.12,14625.12,14625.12,33847.56,34538.33,35243.19,35962.44,36696.37,37445.28,38209.47,38989.25,39784.95,40596.89,41852.46,41852.46,44055.22,46373.92,48814.65
AT1,S3,US & CA,Channel,Haystack,10974.28,11198.24,11426.78,11659.98,11897.94,12140.75,12388.52,12641.35,12899.34,13162.59,13162.59,13162.59,30462.82,31084.51,31718.89,32366.21,33026.74,33700.76,34388.53,35090.34,35806.47,36537.21,37667.23,37667.23,39649.71,41736.54,43933.2
AU1,S1,US & CA,Channel,HomePass,53301.44,54389.23,55499.21,56631.85,57787.6,58966.94,60170.35,61398.31,62651.34,63929.94,63929.94,63929.94,147955.91,150975.41,154056.55,157200.56,160408.73,163682.38,167022.84,170431.46,173909.66,177458.83,182947.25,182947.25,192576.05,202711.64,213380.67
AU1,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
AU1,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
AV1,S2,US & CA,Channel,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
AV1,S3,US & CA,Channel,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
AV1,S3,US & CA,Channel,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
AW1,S2,US & CA,Channel,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
AW1,S2,US & CA,Channel,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
AX1,S1,US & CA,Channel,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
AX1,S1,US & CA,Channel,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
AZ1,S1,US & CA,Channel,HomePass,18585.06,18964.35,19351.38,19746.3,20149.29,20560.5,20980.1,21408.27,21845.17,22290.99,22290.99,22290.99,51589.01,52641.84,53716.17,54812.42,55931.04,57072.49,58237.23,59425.75,60638.52,61876.04,63789.73,63789.73,67147.08,70681.14,74401.2
AZ1,S1,US & CA,Channel,WorkPass,16726.54,17067.9,17416.22,17771.65,18134.34,18504.43,18882.07,19267.42,19660.63,20061.87,20061.87,20061.87,46430.13,47377.68,48344.57,49331.2,50337.96,51365.26,52413.53,53483.2,54574.69,55688.46,57410.78,57410.78,60432.4,63613.05,66961.11
AZ1,S1,US & CA,Channel,Haystack,15053.91,15361.13,15674.62,15994.51,16320.93,16654.01,16993.89,17340.7,17694.6,18055.71,18055.71,18055.71,41787.11,42639.91,43510.11,44398.07,45304.15,46228.73,47172.17,48134.87,49117.21,50119.6,51669.7,51669.7,54389.15,57251.74,60264.99
BA1,S2,US & CA,Channel,Haystack,13548.51,13825.01,14107.15,14395.05,14688.83,14988.6,15294.49,15606.62,15925.13,16250.13,16250.13,16250.13,37608.38,38375.9,39159.08,39958.25,40773.72,41605.84,42454.94,43321.36,44205.47,45107.63,46502.71,46502.71,48950.22,51526.55,54238.47
BB1,S3,US & CA,Channel,HomePass,12193.66,12442.51,12696.44,12955.55,13219.95,13489.75,13765.05,14045.97,14332.62,14625.12,14625.12,14625.12,33847.56,34538.33,35243.19,35962.44,36696.37,37445.28,38209.47,38989.25,39784.95,40596.89,41852.46,41852.46,44055.22,46373.92,48814.65
BB1,S3,US & CA,Channel,Haystack,10974.28,11198.24,11426.78,11659.98,11897.94,12140.75,12388.52,12641.35,12899.34,13162.59,13162.59,13162.59,30462.82,31084.51,31718.89,32366.21,33026.74,33700.76,34388.53,35090.34,35806.47,36537.21,37667.23,37667.23,39649.71,41736.54,43933.2
A12,S1,US & CA,Channel,HomePass,53301.44,54389.23,55499.21,56631.85,57787.6,58966.94,60170.35,61398.31,62651.34,63929.94,63929.94,63929.94,147955.91,150975.41,154056.55,157200.56,160408.73,163682.38,167022.84,170431.46,173909.66,177458.83,182947.25,182947.25,192576.05,202711.64,213380.67
A12,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
A12,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
B12,S2,US & CA,Direct,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
C12,S3,APAC,Direct,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
C12,S3,APAC,Direct,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
D12,M4,GCC,Direct,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
D12,M4,GCC,Direct,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
E12,L5,US & CA,Direct,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
E12,L5,US & CA,Direct,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
F12,S1,US & CA,Channel,HomePass,18585.06,18964.35,19351.38,19746.3,20149.29,20560.5,20980.1,21408.27,21845.17,22290.99,22290.99,22290.99,51589.01,52641.84,53716.17,54812.42,55931.04,57072.49,58237.23,59425.75,60638.52,61876.04,63789.73,63789.73,67147.08,70681.14,74401.2
F12,S1,US & CA,Channel,WorkPass,16726.54,17067.9,17416.22,17771.65,18134.34,18504.43,18882.07,19267.42,19660.63,20061.87,20061.87,20061.87,46430.13,47377.68,48344.57,49331.2,50337.96,51365.26,52413.53,53483.2,54574.69,55688.46,57410.78,57410.78,60432.4,63613.05,66961.11
F12,S1,US & CA,Channel,Haystack,15053.91,15361.13,15674.62,15994.51,16320.93,16654.01,16993.89,17340.7,17694.6,18055.71,18055.71,18055.71,41787.11,42639.91,43510.11,44398.07,45304.15,46228.73,47172.17,48134.87,49117.21,50119.6,51669.7,51669.7,54389.15,57251.74,60264.99
G12,S2,US & CA,Direct,Haystack,13548.51,13825.01,14107.15,14395.05,14688.83,14988.6,15294.49,15606.62,15925.13,16250.13,16250.13,16250.13,37608.38,38375.9,39159.08,39958.25,40773.72,41605.84,42454.94,43321.36,44205.47,45107.63,46502.71,46502.71,48950.22,51526.55,54238.47
G12,S3,APAC,Direct,HomePass,12193.66,12442.51,12696.44,12955.55,13219.95,13489.75,13765.05,14045.97,14332.62,14625.12,14625.12,14625.12,33847.56,34538.33,35243.19,35962.44,36696.37,37445.28,38209.47,38989.25,39784.95,40596.89,41852.46,41852.46,44055.22,46373.92,48814.65
G12,S3,APAC,Direct,Haystack,10974.28,11198.24,11426.78,11659.98,11897.94,12140.75,12388.52,12641.35,12899.34,13162.59,13162.59,13162.59,30462.82,31084.51,31718.89,32366.21,33026.74,33700.76,34388.53,35090.34,35806.47,36537.21,37667.23,37667.23,39649.71,41736.54,43933.2
H12,S1,US & CA,Channel,HomePass,53301.44,54389.23,55499.21,56631.85,57787.6,58966.94,60170.35,61398.31,62651.34,63929.94,63929.94,63929.94,147955.91,150975.41,154056.55,157200.56,160408.73,163682.38,167022.84,170431.46,173909.66,177458.83,182947.25,182947.25,192576.05,202711.64,213380.67
H12,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
H12,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
J12,S2,US & CA,Direct,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
K12,S3,APAC,Direct,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
K12,S3,APAC,Direct,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
L12,M4,APAC,Direct,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
L12,M4,APAC,Direct,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
M12,L5,US & CA,Direct,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
M12,L5,US & CA,Direct,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
M12,S1,US & CA,Channel,HomePass,18585.06,18964.35,19351.38,19746.3,20149.29,20560.5,20980.1,21408.27,21845.17,22290.99,22290.99,22290.99,51589.01,52641.84,53716.17,54812.42,55931.04,57072.49,58237.23,59425.75,60638.52,61876.04,63789.73,63789.73,67147.08,70681.14,74401.2
M12,S1,US & CA,Channel,WorkPass,16726.54,17067.9,17416.22,17771.65,18134.34,18504.43,18882.07,19267.42,19660.63,20061.87,20061.87,20061.87,46430.13,47377.68,48344.57,49331.2,50337.96,51365.26,52413.53,53483.2,54574.69,55688.46,57410.78,57410.78,60432.4,63613.05,66961.11
M12,S1,US & CA,Channel,Haystack,15053.91,15361.13,15674.62,15994.51,16320.93,16654.01,16993.89,17340.7,17694.6,18055.71,18055.71,18055.71,41787.11,42639.91,43510.11,44398.07,45304.15,46228.73,47172.17,48134.87,49117.21,50119.6,51669.7,51669.7,54389.15,57251.74,60264.99
N12,S2,US & CA,Direct,Haystack,13548.51,13825.01,14107.15,14395.05,14688.83,14988.6,15294.49,15606.62,15925.13,16250.13,16250.13,16250.13,37608.38,38375.9,39159.08,39958.25,40773.72,41605.84,42454.94,43321.36,44205.47,45107.63,46502.71,46502.71,48950.22,51526.55,54238.47
N12,S3,APAC,Direct,HomePass,12193.66,12442.51,12696.44,12955.55,13219.95,13489.75,13765.05,14045.97,14332.62,14625.12,14625.12,14625.12,33847.56,34538.33,35243.19,35962.44,36696.37,37445.28,38209.47,38989.25,39784.95,40596.89,41852.46,41852.46,44055.22,46373.92,48814.65
N12,S3,APAC,Direct,Haystack,10974.28,11198.24,11426.78,11659.98,11897.94,12140.75,12388.52,12641.35,12899.34,13162.59,13162.59,13162.59,30462.82,31084.51,31718.89,32366.21,33026.74,33700.76,34388.53,35090.34,35806.47,36537.21,37667.23,37667.23,39649.71,41736.54,43933.2
O12,S1,US & CA,Channel,HomePass,53301.44,54389.23,55499.21,56631.85,57787.6,58966.94,60170.35,61398.31,62651.34,63929.94,63929.94,63929.94,147955.91,150975.41,154056.55,157200.56,160408.73,163682.38,167022.84,170431.46,173909.66,177458.83,182947.25,182947.25,192576.05,202711.64,213380.67
O12,S1,US & CA,Channel,WorkPass,47971.29,48950.3,49949.29,50968.66,52008.84,53070.24,54153.31,55258.48,56386.2,57536.94,57536.94,57536.94,133160.29,135877.85,138650.87,141480.48,144367.83,147314.12,150320.53,153388.29,156518.67,159712.92,164652.5,164652.5,173318.42,182440.44,192042.57
O12,S1,US & CA,Channel,Haystack,43174.21,44055.32,44954.4,45871.84,46808,47763.27,48738.03,49732.68,50747.63,51783.3,51783.3,51783.3,119844.28,122290.08,124785.8,127332.45,129931.07,132582.72,135288.49,138049.48,140866.82,143741.65,148187.27,148187.27,155986.6,164196.42,172838.34
P12,S2,US & CA,Direct,Haystack,38856.79,39649.79,40458.96,41284.66,42127.2,42986.94,43864.22,44759.41,45672.87,46604.97,46604.97,46604.97,107859.83,110061.05,112307.19,114599.18,116937.94,119324.42,121759.62,124244.51,126780.11,129367.46,133368.51,133368.51,140387.91,147776.75,155554.47
Q12,S3,APAC,Direct,HomePass,34971.11,35684.8,36413.07,37156.19,37914.48,38688.24,39477.8,40283.47,41105.58,41944.47,41944.47,41944.47,97073.86,99054.96,101076.49,103139.28,105244.16,107392,109583.68,111820.08,114102.12,116430.73,120031.69,120031.69,126349.14,132999.1,139999.05
Q12,S3,APAC,Direct,Haystack,31473.97,32116.3,32771.73,33440.54,34123,34819.39,35529.99,36255.09,36994.99,37749.99,37749.99,37749.99,87366.49,89149.48,90968.86,92825.36,94719.76,96652.81,98625.32,100638.08,102691.92,104787.67,108028.53,108028.53,113714.24,119699.2,125999.16
R12,M4,US & CA,Direct,HomePass,28326.58,28904.67,29494.56,30096.49,30710.71,31337.46,31977,32629.59,33295.5,33975,33975,33975,78629.84,80234.53,81871.97,83542.83,85247.79,86987.54,88762.79,90574.28,92422.73,94308.91,97225.68,97225.68,102342.82,107729.29,113399.25
R12,M4,US & CA,Direct,Haystack,25493.95,26014.23,26545.13,27086.87,27639.67,28203.74,28779.33,29366.66,29965.98,30577.53,30577.53,30577.53,70766.87,72211.09,73684.79,75188.56,76723.02,78288.79,79886.53,81516.86,83180.47,84878.03,87503.13,87503.13,92108.55,96956.37,102059.34
S12,L5,US & CA,Direct,Haystack,22944.53,23412.79,23890.6,24378.16,24875.67,25383.34,25901.37,26429.97,26969.36,27519.75,27519.75,27519.75,63690.18,64989.98,66316.3,67669.7,69050.71,70459.91,71897.87,73365.17,74862.42,76390.22,78752.81,78752.81,82897.69,87260.73,91853.4
S12,L5,US & CA,Direct,Hardware,20650.09,21071.52,21501.55,21940.36,22388.12,22845.02,23311.25,23786.99,24272.43,24767.79,24767.79,24767.79,57321.16,58490.98,59684.67,60902.73,62145.64,63413.92,64708.08,66028.65,67376.18,68751.2,70877.53,70877.53,74607.92,78534.66,82668.06
